"Resids","ResidsTrue","ResidsRel"
622882.3622324504,739486.9039504584,0.05894698102067693
856025.7375420202,903814.0443802103,0.07869075795141409
729334.819634147,817299.1043562945,0.06750609006061024
706518.9273147173,789747.6724721752,0.06597488571677873
693267.8147994578,839140.2910761796,0.06413690316170989
680907.9406581074,701924.8040795494,0.06405570962437701
734968.6409906708,796653.0183502361,0.06797920923309365
711377.6735814195,838223.7760658935,0.0659676705301863
664748.7543587033,719533.6858678795,0.06291512346188319
712721.0300284438,757991.4366944712,0.06652068865922049
747105.9109773804,846784.205711469,0.0696063550232702
679796.1841963064,877932.3931820635,0.06347870424494144
723733.3701496199,796999.3049644288,0.06676019429693258
712240.5204850323,852870.2126179822,0.06635455966207729
678969.3701157458,740588.0565085579,0.06332588568257644
770401.7263201829,804365.871023031,0.0707163712769863
667090.6364068799,781992.0096076597,0.06223334295540802
748550.1323925536,907665.9204979725,0.06870452703182127
761644.836846089,848345.7030862849,0.07099652202806281
695358.4151364677,688373.408988405,0.06629374908310377
780545.7121929955,896108.6827890836,0.07127355775108671
790796.8371550981,888346.89357014,0.07297930708234206
723262.9598297086,808316.5842776708,0.06731342805043228
839716.3767492734,991488.9256820641,0.07726112603600256
726279.3372730985,791308.6633936409,0.0675689574323907
661562.1479978804,808545.1412805114,0.061422849186837006
739268.977656642,820196.6857508272,0.06868699653766311
662351.2160847262,712640.7897114009,0.062409581351928894
672259.9801282287,777066.569450371,0.06267010988120988
790130.1215026919,901077.0692603253,0.073850760416685
697963.9978777003,767293.1573212575,0.06487280449308154
743301.4402732532,839001.1525698155,0.06778024092263912
767413.2357565984,940109.4628293905,0.07012028288433672
670398.9864749797,756577.0836528502,0.06308548745252611
741898.7769349162,812984.2711578943,0.06801320798971922
725626.2432476003,919485.9275202174,0.06658851720866985
681571.1988389716,749850.3799178526,0.06398782627236889
627089.3825071324,700008.109452514,0.058778000437067615
661203.1914857421,833921.8781993464,0.06164730579786851
712567.0891036466,816797.7779870909,0.06598041762947997
663593.1796618626,760552.7136175018,0.06183206429492677
672881.8076609802,798974.1556622814,0.06250073466115671
725822.265587695,791923.3652967326,0.06769412912562711
675766.0551674459,824741.5275571067,0.06332980991377014
601120.2146868911,671515.5396816824,0.05675326275483797
686567.5420720465,824690.0580810569,0.06434235421718075
692651.3727598693,827752.2592952698,0.06389625761632269
665201.1334813945,765099.7836919706,0.061881924177315285
715186.6301043108,750172.9344036207,0.06646089115593122
591530.6175703369,746769.9847791735,0.05543543649994357
682043.4423766602,775664.9755026735,0.0648292803833638
703800.9221133552,842631.1448493861,0.06502395804217899
667359.5573181305,795390.0606823489,0.06189966087751606
636549.9493623544,675013.7815551944,0.05978590918648242
767355.675596796,935353.6677809414,0.07006141102175843
792528.8743688725,945390.3540006317,0.07339263893968867
764249.4669044632,802432.6463778969,0.0717631071637384
656509.8531215172,749761.9428950846,0.06111172223385537
728295.9833900351,845316.4198402539,0.06741405479464502
689064.5490523558,799282.2908317167,0.06425204863286839
740822.8745236453,897829.6684404314,0.0681189851230845
721826.2816675305,824621.3894032314,0.06649404609153829
728738.7104105148,774001.270364726,0.06855339552800185
658216.2199939508,857906.2542642411,0.061174956643193334
726786.1204757448,846472.4357944429,0.06714009262339042
724962.6195670161,817624.6456323117,0.06747300394225045
792123.5329763237,867268.9177786056,0.07240253492101066
629561.8850761317,721231.0072956923,0.0590802564698653
727445.9863575306,818058.1442005374,0.06792336576162646
772859.5183334034,822796.5282656793,0.07178134609502644
735197.3226983864,917853.4085921086,0.0695527530323354
683395.2808260564,784644.2113693208,0.063627035663861
694461.4282076862,733364.2915647123,0.06510584832111532
716789.7632585242,818765.1850627363,0.06663753873947864
836269.3167150766,935579.3177201841,0.0771128859185252
698020.4923039824,783315.8849850055,0.06579030424247578
785272.7054791413,920503.0457438454,0.07281450233154532
704063.1307969373,760125.7122697961,0.06612474443012972
734464.2790351212,842135.112581268,0.06822943936600778
735259.6501360722,881995.5811746959,0.06736658043030821
824137.3810940757,930941.5627347473,0.0762982299162649
731917.880517304,856884.6927595045,0.06772541113140626
739639.9776324965,973350.9812235329,0.0681292086757918
665058.0564989075,762757.7058438733,0.06277641000908478
785022.5384080801,854959.2642414421,0.07315054190923719
718028.3823103141,812148.7617807146,0.06748091452313
654970.5931783896,722054.5229560249,0.06090152236811451
730108.5763536505,767103.0667669363,0.06759094927868371
